AccountId,AccountNumber,AccountType,AccountHolderFullName,IdType,IdValue,AccountHolderEmailAddress,AccountHolderMobileNumber,ProductType,ShariaCompliance,ProviderType
6B26BFBE-114,95974882519,Savings,Abdul bin Ibrahim,NRIC,890216-5673,s4r003zy@yahoo.com,60225538308,Conventional,False,Public Bank
09B2CF45-A6F,21528584311,E-Wallet (Individual),Nur binti Said,NRIC,500220-7610,sdnwwr7c@gmail.com,60360000964,Conventional,False,Maybank
7E10C262-884,24725988036,Savings,Indira Patel,NRIC,680520-6154,wl25b7p6@outlook.com,60455210759,Conventional,False,HSBC Bank
7B55E2AD-942,65529042373,Savings,Lakshmi Krishnan,NRIC,870901-3278,75vea198@gmail.com,60182534289,Conventional,False,HSBC Bank
BF483B16-94A,93335307508,E-Wallet (Individual),Maya Gopal,NRIC,940109-9563,2ilrh18v@gmail.com,60108598818,Conventional,False,RHB Bank
8D70B839-130,70087454801,Savings,Vijay Raman,NRIC,770704-4637,y1hak9xr@hotmail.com,60722528164,Conventional,False,Public Bank
C2B8131E-F8E,40428563309,E-Wallet (Individual),Hassan bin Abdullah,NRIC,940705-2370,tp1fnzab@gmail.com,60711249754,Conventional,False,Maybank
E662C0A0-561,59954142492,E-Wallet (Individual),Maya Singh,NRIC,730212-5969,qh5ubqsc@hotmail.com,60137013283,Conventional,False,Touch n Go
72D642CD-ADF,38862018277,E-Wallet (Individual),Maya Krishnan,NRIC,650807-8290,6rjr07f9@outlook.com,60167422331,Conventional,False,RHB Bank
966573E1-ABC,38898795479,Savings,Muhammad bin Ismail,NRIC,580601-3629,qj4dgjvu@yahoo.com,60970087076,Conventional,False,Touch n Go
E9CE0C12-9F8,65158648546,Savings,Vijay Krishnan,NRIC,600823-6559,ld51sfzf@gmail.com,60532090349,Conventional,False,Alliance Bank
94703123-6AD,90286259558,E-Wallet (Individual),Mei Ling Chong,NRIC,600622-3353,knnixv7p@gmail.com,60253382449,Conventional,False,Maybank
03AF9056-7E2,60730550394,Savings,Lakshmi Raman,NRIC,910526-1631,ahpvbbe3@hotmail.com,60583072952,Conventional,False,Alliance Bank
6B6CC236-83B,31377142401,Savings,Mei Fong Chen,NRIC,840107-3193,9c2wv4zz@hotmail.com,60526798223,Conventional,False,Maybank
484B16FC-0EB,98336656301,Savings,Jian Chen,NRIC,640808-2001,nu1r5k86@outlook.com,60330569745,Conventional,False,CIMB
93042754-A96,75791919716,Savings,Lakshmi Patel,NRIC,880815-2350,maokbgnd@hotmail.com,60213508446,Conventional,False,Maybank
34938D90-39F,18908235854,Savings,Yan Lim,NRIC,770316-8929,64lhxyro@hotmail.com,60100736954,Conventional,False,Touch n Go
5350CFE3-F0D,10088107405,Savings,Sarita Nair,NRIC,640823-4773,dc75ji4h@gmail.com,60248185413,Conventional,False,RHB Bank
AEE7BC08-98C,13898362834,E-Wallet (Individual),Kai Wong,NRIC,600201-1651,oryjp5xl@gmail.com,60824758565,Conventional,False,Touch n Go
6D2A7A90-B26,68281434048,Savings,Zain bin Ibrahim,NRIC,730301-2660,yyrxp48p@gmail.com,60490088600,Conventional,False,RHB Bank
63A5E7A8-D19,61474874412,Savings,Lakshmi Raman,NRIC,601211-5560,op2bynbi@gmail.com,60641055419,Conventional,False,CIMB
A71FC1DC-8F2,41987465082,Savings,Noraini binti Yusof,NRIC,981120-8836,bbn6y9ee@gmail.com,60166668779,Conventional,False,Public Bank
A0110040-219,73525508174,E-Wallet (Individual),Li Hua Ng,NRIC,581006-4024,7lghpnvi@hotmail.com,60839187865,Conventional,False,CIMB
9A7C4091-C3C,23228269272,E-Wallet (Individual),Deepa Gopal,NRIC,510519-7824,nvmzjvur@gmail.com,60474876073,Conventional,False,RHB Bank
1346C190-313,67132538777,E-Wallet (Individual),Anita Krishnan,NRIC,601214-5378,jqeof09r@gmail.com,60408197546,Conventional,False,Maybank
6D0DBEF9-746,59758400122,E-Wallet (Individual),Zaleha binti Ali,NRIC,980817-2519,352fr7s0@hotmail.com,60206904886,Conventional,False,Maybank
859F9EFF-3FD,50672590492,E-Wallet (Individual),Srinivas Krishnan,NRIC,640904-7984,3fgdlkxb@hotmail.com,60422024434,Conventional,False,Touch n Go
D94F6914-D6D,56205418261,Savings,Zain bin Ibrahim,NRIC,580606-9908,f3tfddyc@yahoo.com,60176004414,Conventional,False,CIMB
30FF1894-36C,13458488534,E-Wallet (Individual),Kumar Raman,NRIC,721022-2418,aa8dy8g1@gmail.com,60218188549,Conventional,False,Maybank
C038D233-E70,63187295335,Savings,Muhammad bin Mahmood,NRIC,520224-8660,3j0w50u2@gmail.com,60479920278,Conventional,False,CIMB
A5CDC85E-708,41479581233,E-Wallet (Individual),Sarita Gopal,NRIC,550717-9961,7l49q3vl@outlook.com,60681387940,Conventional,False,CIMB
E5E1B68E-C6C,70318240556,E-Wallet (Individual),Jian Chen,NRIC,570807-8158,dlnsr964@outlook.com,60595671123,Conventional,False,CIMB
3E437E97-33B,13899733267,Savings,Anita Singh,NRIC,610506-8308,p3dbll14@yahoo.com,60815875295,Conventional,False,Touch n Go
CD9251E2-801,84894148167,Savings,Aisyah binti Ibrahim,NRIC,500204-1662,gq5tu0dz@yahoo.com,60917841780,Conventional,False,Alliance Bank
2B3D5A08-50F,88663398421,Savings,Chee Keong Ng,NRIC,780804-5084,d9c6oy5b@yahoo.com,60854214409,Conventional,False,Public Bank
EDE4747F-531,45825755223,E-Wallet (Individual),Jing Chen,NRIC,940415-1835,dv1lv2w7@outlook.com,60734521797,Conventional,False,Maybank
005C7F58-2CB,40461518825,Savings,Priya Singh,NRIC,620624-7825,2unhfw9p@outlook.com,60668175973,Conventional,False,RHB Bank
6C872C96-A44,97380824514,E-Wallet (Individual),Indira Raman,NRIC,640419-2705,zu08p8f8@hotmail.com,60531398847,Conventional,False,CIMB
A81DE2A7-419,13408205305,Savings,Xiu Ying Wong,NRIC,500727-2502,nnbrt3xq@gmail.com,60405642713,Conventional,False,Touch n Go
A8CE98B2-A56,50876981164,Savings,Vijay Patel,NRIC,910911-7108,vayb7bvj@outlook.com,60104891800,Conventional,False,Alliance Bank
5B706674-C7B,55106784848,E-Wallet (Individual),Xiu Ying Ng,NRIC,940426-2936,1ic575x7@hotmail.com,60127500892,Conventional,False,Touch n Go
732AE962-14B,82155127064,E-Wallet (Individual),Zain bin Abdullah,NRIC,750328-7577,2szml96m@hotmail.com,60837144093,Conventional,False,Touch n Go
C212ECAD-EF5,18915492959,E-Wallet (Individual),Prakash Raman,NRIC,780627-6424,bu2iyj4b@hotmail.com,60315488451,Conventional,False,CIMB
F3A1464A-666,69735419362,E-Wallet (Individual),Maya Raman,NRIC,930815-1698,hbwm7lex@hotmail.com,60669110909,Conventional,False,RHB Bank
65459A89-BCF,69164520761,Savings,Priya Nair,NRIC,790112-1429,5qc6h32k@outlook.com,60544388683,Conventional,False,Maybank
46419C6C-CEB,18655408389,Savings,Fatimah binti Ismail,NRIC,931126-1334,zowpxll0@outlook.com,60699449665,Conventional,False,CIMB
336292BF-23E,14527722961,Savings,Srinivas Krishnan,NRIC,870323-4282,9wkefmwz@outlook.com,60263209443,Conventional,False,Touch n Go
FE2EB88A-6B5,20852954628,E-Wallet (Individual),Yan Ng,NRIC,550310-6195,af8lxe5v@hotmail.com,60640154991,Conventional,False,RHB Bank
58B04698-63B,84350698522,Savings,Vijay Raman,NRIC,890813-4016,1szcq9rg@yahoo.com,60639111579,Conventional,False,HSBC Bank
54CA1D6C-014,45321382031,E-Wallet (Individual),Boon Lim,NRIC,740824-1511,80c2ip21@outlook.com,60733303489,Conventional,False,CIMB
8CED2E0F-DAF,19227493259,Savings,Mariam binti Ismail,NRIC,960409-1085,jfj123f4@gmail.com,60889818941,Conventional,False,HSBC Bank
36B7539D-8A0,23328712286,Savings,Hafiz bin Ibrahim,NRIC,750121-6115,65xmmqe3@yahoo.com,60997470418,Conventional,False,CIMB
FAE21FD5-610,69531367773,E-Wallet (Individual),Li Hua Chen,NRIC,500309-3052,yxyl4dni@gmail.com,60364936196,Conventional,False,Public Bank
63B5A183-C03,38803455258,E-Wallet (Individual),Rajesh Nair,NRIC,950606-3073,fszi4j6r@yahoo.com,60786142277,Conventional,False,RHB Bank
0098B68C-D04,96606376330,Savings,Fatimah binti Ali,NRIC,750423-5116,iwigigg3@yahoo.com,60253163260,Conventional,False,RHB Bank
FEE506B9-86D,41844981552,Savings,Lakshmi Nair,NRIC,680922-4094,vwu7l8x9@hotmail.com,60913762639,Conventional,False,CIMB
8390C155-6E3,88766396832,Savings,Wei Ho,NRIC,760220-6473,kedal6n0@gmail.com,60337578168,Conventional,False,RHB Bank
4905A89A-C2E,38623620376,E-Wallet (Individual),Mohan Patel,NRIC,520225-3914,jbfb86nh@yahoo.com,60485149673,Conventional,False,Alliance Bank
CCF4B6D6-5A2,40629695618,E-Wallet (Individual),Jing Lim,NRIC,570406-3650,wxzxrg9v@yahoo.com,60745795437,Conventional,False,Public Bank
65606743-219,48787360639,Savings,Kai Lee,NRIC,750402-1826,ptii853k@gmail.com,60416064030,Conventional,False,HSBC Bank
BAE660B6-FC2,26823328129,Savings,Srinivas Krishnan,NRIC,540323-9036,rf1giy0s@hotmail.com,60145513011,Conventional,False,Maybank
4BE3D929-EF3,57405718112,Savings,Maya Nair,NRIC,791204-3168,3zlds5tv@yahoo.com,60525875166,Conventional,False,Public Bank
4D64FA62-A0C,18877023158,Savings,Razak bin Razali,NRIC,561213-4709,yzrqc26z@gmail.com,60769628498,Conventional,False,Public Bank
98468067-8F8,39077865520,E-Wallet (Individual),Ah Hock Lee,NRIC,841206-5422,1azsyn4u@outlook.com,60544237025,Conventional,False,Maybank
89EEBB83-35E,41348039979,Savings,Ismail bin Said,NRIC,530720-7309,r0typa5p@yahoo.com,60658659322,Conventional,False,Public Bank
1391C58D-27C,54874512526,E-Wallet (Individual),Ahmad bin Said,NRIC,821002-3778,sqe6h2j3@yahoo.com,60680293795,Conventional,False,CIMB
28C0972C-A57,16966164424,Savings,Suresh Raman,NRIC,860706-9363,673og1q3@hotmail.com,60267061183,Conventional,False,Maybank
CF39CF8C-812,17680123447,E-Wallet (Individual),Wei Ho,NRIC,950717-6435,p4x3z8wa@outlook.com,60725444795,Conventional,False,Maybank
38221038-CCD,95175063674,E-Wallet (Individual),Nur binti Hassan,NRIC,990112-5554,l5ezmzh7@hotmail.com,60395450404,Conventional,False,CIMB
203EE311-700,70554789715,E-Wallet (Individual),Abdul bin Hassan,NRIC,570712-9949,a28mnf5r@hotmail.com,60214102737,Conventional,False,HSBC Bank
952EED66-54B,61788771124,Savings,Maya Raman,NRIC,840604-7746,91yr5ovq@yahoo.com,60987627559,Conventional,False,Maybank
359C1B94-C24,36212920925,E-Wallet (Individual),Mei Fong Lee,NRIC,920806-7928,gfzj7t37@gmail.com,60293188403,Conventional,False,CIMB
EDF09393-64B,99977002863,E-Wallet (Individual),Mei Ling Lim,NRIC,880820-8750,78j97juh@gmail.com,60300534323,Conventional,False,Maybank
A7F716D6-0C2,27017410670,Savings,Li Hua Ho,NRIC,941222-5843,l43pc9sn@yahoo.com,60648578605,Conventional,False,CIMB
233F45FC-69D,32745208458,Savings,Kai Chen,NRIC,930207-5552,sj8634bm@outlook.com,60132505254,Conventional,False,Alliance Bank
DC7C134A-C33,49169681426,Savings,Maya Raman,NRIC,830907-9568,1iq9n9e2@outlook.com,60232779727,Conventional,False,Alliance Bank
10C3211C-4B8,74592539174,Savings,Boon Lee,NRIC,940519-3955,1ya0hqbb@outlook.com,60115551868,Conventional,False,Alliance Bank
C11B218E-BBE,20643410939,Savings,Priya Patel,NRIC,730915-5139,p3o0k4ma@yahoo.com,60487844120,Conventional,False,HSBC Bank
2C04F84F-9AB,87904460001,E-Wallet (Individual),Mei Fong Chong,NRIC,780401-4643,qnab540j@outlook.com,60847236720,Conventional,False,Alliance Bank
FF64DBA9-3C1,26558291933,Savings,Ravi Krishnan,NRIC,751004-3470,rteylqjs@yahoo.com,60546193855,Conventional,False,Alliance Bank
0C722CD8-401,90609985848,E-Wallet (Individual),Boon Ho,NRIC,731018-8259,6bqjd0pl@gmail.com,60562856905,Conventional,False,Maybank
C32F34D7-AA6,17523991149,Savings,Prakash Raman,NRIC,731209-9849,cq1kzzr2@gmail.com,60327458985,Conventional,False,HSBC Bank
AC2D0D17-068,41123526149,E-Wallet (Individual),Li Hua Lee,NRIC,900404-1923,4015j4st@hotmail.com,60814410343,Conventional,False,HSBC Bank
63C493FA-620,39640219077,E-Wallet (Individual),Ahmad bin Yusof,NRIC,600612-5506,99dswccb@hotmail.com,60531439613,Conventional,False,RHB Bank
726F784E-43B,27056295192,E-Wallet (Individual),Rajesh Gopal,NRIC,570726-8954,ouzt9hgu@gmail.com,60337916836,Conventional,False,Alliance Bank
96D1FB85-AE2,92806213360,Savings,Ravi Krishnan,NRIC,550815-9867,6zi2s76p@hotmail.com,60996281073,Conventional,False,RHB Bank
B80F94B5-3BA,16005652951,Savings,Priya Krishnan,NRIC,670228-4996,yls3jyj4@hotmail.com,60915883424,Conventional,False,Public Bank
9C986159-9EE,52326337029,E-Wallet (Individual),Li Hua Chong,NRIC,840915-8808,2y27prro@gmail.com,60869305738,Conventional,False,Alliance Bank
F24378F0-6A1,46965006556,E-Wallet (Individual),Hakim bin Mahmood,NRIC,631218-5803,7m82984k@hotmail.com,60344635244,Conventional,False,RHB Bank
B9480B0F-3C8,69784826912,E-Wallet (Individual),Aminah binti Yusof,NRIC,670828-6905,ofveaes1@yahoo.com,60520129150,Conventional,False,Public Bank
8E861ABF-F75,57432404230,E-Wallet (Individual),Jian Ng,NRIC,620207-6080,26z0yd76@hotmail.com,60980342173,Conventional,False,RHB Bank
D5093A72-9EA,42234972151,Savings,Ismail bin Ismail,NRIC,700818-4074,mpur0dod@outlook.com,60555999995,Conventional,False,CIMB
0FC5BC8E-81B,54182582529,E-Wallet (Individual),Fatimah binti Mahmood,NRIC,950402-6661,rxe3fxxr@gmail.com,60666746473,Conventional,False,Touch n Go
25067E91-CB0,18051972890,E-Wallet (Individual),Suresh Gopal,NRIC,560628-4423,2ksl1i2k@gmail.com,60393983857,Conventional,False,Touch n Go
B32C62D6-4B5,25130491380,Savings,Farid bin Yusof,NRIC,990408-7670,qlaxxg5h@gmail.com,60132294188,Conventional,False,Maybank
4EF6D4C2-C24,27246465144,Savings,Ali bin Yusof,NRIC,590117-9097,yx5bdd6o@outlook.com,60705256364,Conventional,False,CIMB
158F9EF9-E62,64001641115,Savings,Hafiz bin Ali,NRIC,740521-3063,zycjg4yu@outlook.com,60544950200,Conventional,False,Touch n Go
1009CA54-7A8,25877211266,E-Wallet (Individual),Sarita Nair,NRIC,810121-9976,j2z59ifh@gmail.com,60544671115,Conventional,False,HSBC Bank
5A9E637C-0F5,30397120741,Savings,Boon Chong,NRIC,861125-1415,wnzox9y4@gmail.com,60206885629,Conventional,False,CIMB
92AA47E7-A67,40130424682,E-Wallet (Individual),Li Hua Wong,NRIC,661226-9051,rykrlqrm@hotmail.com,60621436606,Conventional,False,HSBC Bank
67B12B1C-5D4,83655383796,Savings,Zaleha binti Mahmood,NRIC,751115-8552,83p2npy5@outlook.com,60608816828,Conventional,False,HSBC Bank
5A4B1C18-B47,89671473235,E-Wallet (Individual),Razak bin Ahmad,NRIC,571011-5422,x8f20kad@gmail.com,60705896721,Conventional,False,Alliance Bank
35EA2B57-5B4,69314097330,Savings,Muhammad bin Ali,NRIC,680112-7310,991vz83z@gmail.com,60754546601,Conventional,False,Touch n Go
01C90C97-B1C,97383724696,E-Wallet (Individual),Yan Chong,NRIC,940114-6878,oq9howv9@outlook.com,60718687617,Conventional,False,HSBC Bank
597AA026-F7C,44585275399,E-Wallet (Individual),Kai Ho,NRIC,710503-2221,jviblf9j@yahoo.com,60214869664,Conventional,False,HSBC Bank
22FD31D3-9CA,28336195821,Savings,Anand Singh,NRIC,671206-2763,gm3i28ty@gmail.com,60704959417,Conventional,False,HSBC Bank
8089D9BC-F40,73662671016,Savings,Jian Ho,NRIC,990605-2419,cwdebypu@outlook.com,60127894023,Conventional,False,HSBC Bank
979F816E-BE4,22055276446,E-Wallet (Individual),Boon Ng,NRIC,630110-4396,3o1bw3ze@hotmail.com,60232833680,Conventional,False,Public Bank
D2B4B236-A1B,96512146923,Savings,Indira Krishnan,NRIC,750811-5016,tr6jwhma@yahoo.com,60390584145,Conventional,False,RHB Bank
FA89097B-A40,51294979449,E-Wallet (Individual),Anand Raman,NRIC,860519-9227,m3gts260@gmail.com,60142204814,Conventional,False,CIMB
26496E53-2B9,45024750361,Savings,Azman bin Ali,NRIC,570726-6830,cmdzc21h@yahoo.com,60368381167,Conventional,False,CIMB
C338DA86-C71,21453976556,Savings,Fatimah binti Mahmood,NRIC,620101-8932,dhwl9258@gmail.com,60271213725,Conventional,False,Public Bank
81DC0BE1-6AC,52629568942,E-Wallet (Individual),Mei Fong Ng,NRIC,950904-3826,r4ktxd00@yahoo.com,60551192420,Conventional,False,RHB Bank
423A825D-55A,24328098654,E-Wallet (Individual),Wei Lim,NRIC,991011-4124,s8arupan@gmail.com,60669726326,Conventional,False,Touch n Go
FCE541BD-94F,96821456708,Savings,Sarita Nair,NRIC,711121-4789,9v0y9xul@hotmail.com,60232793175,Conventional,False,CIMB
3D6ADA95-35E,22752423942,Savings,Mohd bin Said,NRIC,930816-9626,xm2ym598@yahoo.com,60704059563,Conventional,False,Public Bank
72E6F208-A8B,89408190284,Savings,Xiu Ying Ng,NRIC,970915-4651,x1qpo7xv@hotmail.com,60518915702,Conventional,False,CIMB
36AB9D11-EF9,39598202321,Savings,Azman bin Ibrahim,NRIC,670703-3425,slczxjmg@outlook.com,60943967298,Conventional,False,Alliance Bank
33933283-464,15884466107,Savings,Indira Krishnan,NRIC,600515-2760,jypbsnoh@outlook.com,60485787027,Conventional,False,Maybank
FD2751DB-61D,44097261590,Savings,Zain bin Ibrahim,NRIC,970512-5222,ojhmvw6d@yahoo.com,60948436743,Conventional,False,Maybank
A9DD4812-957,72990065403,E-Wallet (Individual),Mariam binti Ahmad,NRIC,511204-8215,zmy48ib6@yahoo.com,60892122866,Conventional,False,HSBC Bank
6689BC46-BF1,45336753327,Savings,Ali bin Abdullah,NRIC,510414-9429,qgmn5gth@hotmail.com,60849720529,Conventional,False,Public Bank
ED358209-364,97246331013,Savings,Wei Lim,NRIC,950704-4339,og7tl4r0@yahoo.com,60502438751,Conventional,False,Alliance Bank
D5E224B1-E45,35489702837,Savings,Priya Krishnan,NRIC,860709-4482,ws3szcs0@hotmail.com,60534375214,Conventional,False,Alliance Bank
A64A5938-197,93685242958,Savings,Fatimah binti Ali,NRIC,690701-7294,zdlo0ape@outlook.com,60936534529,Conventional,False,RHB Bank
E9D6A9F0-18E,23258772309,Savings,Prakash Patel,NRIC,630614-5758,rpnpkpy5@outlook.com,60183354762,Conventional,False,RHB Bank
895B625A-5AC,19727234929,E-Wallet (Individual),Mei Ling Chong,NRIC,700206-1378,b9kiygio@outlook.com,60308903124,Conventional,False,RHB Bank
7E86CE30-09E,31860906871,E-Wallet (Individual),Chee Keong Tan,NRIC,900919-8448,m0xyddtx@yahoo.com,60382768627,Conventional,False,HSBC Bank
9648DEF5-A6E,11876158505,Savings,Ali bin Ahmad,NRIC,730811-8303,ftpoo3xi@hotmail.com,60154527192,Conventional,False,Maybank
CB7E8B15-52D,88848688383,Savings,Priya Raman,NRIC,701126-4974,mo26f7oz@yahoo.com,60230482969,Conventional,False,Alliance Bank
A9CD48CB-A25,81227650863,Savings,Wei Ng,NRIC,800211-6425,qocdoto3@outlook.com,60355503442,Conventional,False,CIMB
01735D02-459,58396031125,Savings,Mariam binti Ibrahim,NRIC,620323-4512,2y3f78ad@hotmail.com,60450413649,Conventional,False,Maybank
7D77FCB0-EBC,10679844320,Savings,Nur binti Abdullah,NRIC,970818-3122,1q17kct7@outlook.com,60409254700,Conventional,False,CIMB
D7EB21BD-450,68048048966,E-Wallet (Individual),Vijay Patel,NRIC,800428-8540,ybt820yr@yahoo.com,60200831692,Conventional,False,Maybank
7C644ED4-DBC,31367014923,E-Wallet (Individual),Nur binti Abdullah,NRIC,990807-4393,jztlsh7z@hotmail.com,60971955186,Conventional,False,RHB Bank
ADD66541-252,60739857775,E-Wallet (Individual),Wei Lee,NRIC,700209-9541,bnbd2k5k@outlook.com,60670760199,Conventional,False,Maybank
A73BE69F-663,17230778100,E-Wallet (Individual),Vijay Krishnan,NRIC,990111-6791,jwdam4o4@outlook.com,60113862783,Conventional,False,RHB Bank
20C58244-3B5,15115918077,E-Wallet (Individual),Yan Ho,NRIC,920501-1897,15xcmqp6@hotmail.com,60172135651,Conventional,False,HSBC Bank
89091970-545,36435363360,Savings,Rajesh Patel,NRIC,810425-1567,2ebytafl@hotmail.com,60501424126,Conventional,False,RHB Bank
DCBF3B56-4C0,63072216845,Savings,Aminah binti Ibrahim,NRIC,850912-2179,4halwt6l@hotmail.com,60755876401,Conventional,False,Alliance Bank
0B4CDD5A-EB0,22790247112,Savings,Deepa Singh,NRIC,780215-6771,4b0owxkp@hotmail.com,60454101267,Conventional,False,Public Bank
9313B31E-7D4,51676651267,Savings,Mohd bin Ibrahim,NRIC,871008-9400,r0bj5m8d@yahoo.com,60523675969,Conventional,False,Alliance Bank
4EA6B934-CEA,28044623378,E-Wallet (Individual),Ah Hock Chen,NRIC,500406-3641,1q3cdx5s@outlook.com,60654983351,Conventional,False,HSBC Bank
D9CF1953-7CE,82517635449,Savings,Mohan Singh,NRIC,600116-3347,e2d8tjv0@hotmail.com,60885971883,Conventional,False,CIMB
E9A6FF26-5E9,45445909764,E-Wallet (Individual),Priya Patel,NRIC,970714-2208,s0859t8q@gmail.com,60925592733,Conventional,False,Touch n Go
EFF4B9BF-C8B,42516380650,Savings,Sarita Gopal,NRIC,630414-9133,p246h5ad@yahoo.com,60949783811,Conventional,False,Public Bank
50D46881-68C,40889924702,Savings,Rosmah binti Said,NRIC,650520-4145,qs5qe3tu@outlook.com,60624149565,Conventional,False,Alliance Bank
9DF4C240-665,20508746672,E-Wallet (Individual),Vijay Nair,NRIC,760706-7148,nuh9wus9@yahoo.com,60697952966,Conventional,False,RHB Bank
AF62E923-ED3,38516936358,Savings,Chee Keong Chong,NRIC,950614-6157,wm32m4xp@yahoo.com,60587440839,Conventional,False,Public Bank
93FE355F-42B,45089614570,Savings,Zain bin Abdullah,NRIC,950522-9112,a2otg42o@outlook.com,60511504307,Conventional,False,CIMB
5D13BD4E-EAF,37269026303,Savings,Ravi Nair,NRIC,501016-6373,629zkznr@yahoo.com,60837525537,Conventional,False,Public Bank
BDBAA48C-EC2,38224773979,Savings,Mei Ling Chong,NRIC,901206-1333,90zu8ppg@outlook.com,60855385329,Conventional,False,Public Bank
742EB68F-771,28456736008,Savings,Anita Gopal,NRIC,690609-4140,hmzrd3ro@hotmail.com,60761268918,Conventional,False,RHB Bank
EA7FE43D-74B,68678774104,E-Wallet (Individual),Indira Nair,NRIC,900118-2289,jf5lf28c@gmail.com,60211025436,Conventional,False,Maybank
6CC8BE8B-7EE,94033101942,Savings,Priya Singh,NRIC,860119-4479,c6bavri2@yahoo.com,60836854191,Conventional,False,Alliance Bank
1B0267A6-704,31464600643,Savings,Boon Tan,NRIC,560318-5319,aq25ob1m@yahoo.com,60224005783,Conventional,False,Touch n Go
DDCF2058-7DA,38824647701,E-Wallet (Individual),Kai Wong,NRIC,631102-6743,58f2uq8o@gmail.com,60331789873,Conventional,False,CIMB
D75453FD-E9B,16591098390,Savings,Anita Singh,NRIC,991021-8859,ma2guxbl@gmail.com,60138647736,Conventional,False,RHB Bank
30B00B63-F52,94456625051,E-Wallet (Individual),Vijay Patel,NRIC,641210-3200,ymdbaqer@outlook.com,60496491835,Conventional,False,CIMB
27F73562-EC9,35064541015,E-Wallet (Individual),Yan Lim,NRIC,810828-3000,h3mvhlp2@outlook.com,60910090069,Conventional,False,HSBC Bank
748826C8-908,16824133168,Savings,Ahmad bin Mahmood,NRIC,530301-1367,nms1qjxs@outlook.com,60728657575,Conventional,False,Maybank
75423C97-6F8,81408541751,E-Wallet (Individual),Noraini binti Said,NRIC,820620-8816,cdj8gu7r@outlook.com,60665774531,Conventional,False,Alliance Bank
AF40EFD3-1F0,61321888845,Savings,Hui Chong,NRIC,871003-3215,n1a1dauc@outlook.com,60342137099,Conventional,False,CIMB
20901E16-3C7,72702921631,Savings,Suresh Patel,NRIC,560207-1836,410lu71x@outlook.com,60357952665,Conventional,False,Touch n Go
930DEBAC-96A,97832860807,Savings,Anita Patel,NRIC,611218-5461,8jha9r1b@hotmail.com,60324002630,Conventional,False,Touch n Go
C45DC43D-526,32440422722,Savings,Nur binti Razali,NRIC,920506-4132,7mbjuwah@hotmail.com,60111592348,Conventional,False,Maybank
6B230042-7BB,73659264855,E-Wallet (Individual),Vijay Singh,NRIC,640111-6260,akvlrydf@outlook.com,60311919230,Conventional,False,HSBC Bank
45E25091-403,77583223662,Savings,Li Hua Chen,NRIC,810501-8415,x5q05spm@hotmail.com,60801220084,Conventional,False,RHB Bank
7BE84093-7F0,77194792100,Savings,Omar bin Ibrahim,NRIC,920509-4211,ehrnmkft@yahoo.com,60877992397,Conventional,False,Touch n Go
0B4EBC6A-724,64108710586,E-Wallet (Individual),Halimah binti Said,NRIC,770417-5861,qnk78xn4@gmail.com,60741503724,Conventional,False,Alliance Bank
9EAE459E-B2E,48325814480,E-Wallet (Individual),Zarina binti Ismail,NRIC,650624-4811,q71ndh0y@outlook.com,60626920523,Conventional,False,Touch n Go
880B8E8F-B38,33026070202,Savings,Ali bin Ahmad,NRIC,540318-1674,oar7a8ay@gmail.com,60193654264,Conventional,False,HSBC Bank
D6A99F43-5DC,16797014255,E-Wallet (Individual),Xiu Ying Lee,NRIC,790805-5429,digh81ke@outlook.com,60150443984,Conventional,False,HSBC Bank
F7D7983A-876,22626415000,E-Wallet (Individual),Prakash Gopal,NRIC,690726-5023,s1d5wt9t@gmail.com,60669848580,Conventional,False,RHB Bank
B606CEDE-3AE,74978644324,E-Wallet (Individual),Vijay Krishnan,NRIC,801127-6781,egr89l9d@hotmail.com,60948476873,Conventional,False,Touch n Go
608FA5DC-49A,18121178675,E-Wallet (Individual),Ahmad bin Said,NRIC,780204-6181,w8n3qc22@outlook.com,60262880559,Conventional,False,Maybank
AC85B9EA-200,43737594956,E-Wallet (Individual),Maya Gopal,NRIC,840707-4929,arfy1juf@yahoo.com,60519518518,Conventional,False,RHB Bank
402C30C6-DF4,64238934686,E-Wallet (Individual),Azman bin Ali,NRIC,630103-9544,jhidc3rq@yahoo.com,60857464790,Conventional,False,CIMB
96EF2096-7BA,18682829085,Savings,Yan Ho,NRIC,621125-4909,d3kr7t36@outlook.com,60160664632,Conventional,False,Maybank
71C8C3D4-8FF,24080695799,E-Wallet (Individual),Mei Fong Ho,NRIC,790421-4380,9majwjez@hotmail.com,60643987169,Conventional,False,CIMB
7D141929-BDE,35489133377,Savings,Deepa Singh,NRIC,941023-2098,elw012ps@yahoo.com,60969750455,Conventional,False,RHB Bank
ECCB21E6-B32,76457496215,Savings,Hui Wong,NRIC,750402-1561,rhxr1fkw@hotmail.com,60668505051,Conventional,False,Maybank
83AEE631-A94,84889548094,E-Wallet (Individual),Indira Raman,NRIC,751221-6227,4m41qbui@gmail.com,60757555849,Conventional,False,Touch n Go
67B22AF6-9DF,65946514571,E-Wallet (Individual),Hafiz bin Abdullah,NRIC,880921-4020,utigyu0u@hotmail.com,60469998432,Conventional,False,Public Bank
F3E5BA08-74E,72860667555,E-Wallet (Individual),Rosmah binti Ahmad,NRIC,531101-5776,um04vh34@gmail.com,60696878573,Conventional,False,Public Bank
